Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Change Opening,$ Change Close
2018-07-27,Adial Pharmaceuticals ,ADIL,Joseph Gunnar & Co.,5.0,4.0,4.05,-19.0,-1.0,-0.95
2018-07-27,Adial Pharmaceuticals ,ADILW,Joseph Gunnar & Co.,0.0,0.65,0.65,0.0,0.65,0.65
2018-07-27,Endava ,DAVA,Morgan Stanley/ Citigroup/ Credit Suisse/ Deutsche Bank Securities,20.0,25.0,25.2,26.0,5.0,5.2
2018-07-27,Opera Ltd ,OPRA,CICC/ Citigroup,12.0,14.34,13.11,9.25,2.34,1.11
2018-08-02,Tottenham Acquisition I ,TOTAU,Chardan,10.0,10.13,10.13,1.3,0.13,0.13
2018-08-02,Sonos ,SONO,Morgan Stanley/ Goldman Sachs/ Allen & Company,15.0,16.0,19.91,32.73,1.0,4.91
2018-08-02,Cushman & Wakefield plc ,CWK,Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ UBS Securities,17.0,18.0,17.81,4.76,1.0,0.81
2018-08-03,Arlo Technologies ,ARLO,BofA Merrill Lynch/ Deutsche Bank Securities/ Guggenheim Securities,16.0,18.5,22.1,38.13,2.5,6.1
2018-08-03,Forum Merger II ,FMCIU,Jefferies,10.0,10.0,9.95,-0.5,0.0,-0.05
2018-08-09,Vaccinex ,VCNX,Oppenheimer/ BTIG,12.0,12.0,11.38,-5.17,0.0,-0.62
2018-08-10,Mesa Air Group ,MESA,Raymond James/ BofA Merrill Lynch,12.0,12.0,11.75,-2.08,0.0,-0.25
2018-08-10,Spartan Energy Acquisition ,SPAQ.U,Citigroup/ Credit Suisse,10.0,10.1,10.07,0.7,0.1,0.07
2018-08-14,Aridis Pharmaceuticals ,ARDS,Cantor,13.0,13.02,13.0,0.0,0.02,0.0
2018-08-16,TKK Symphony Acquisition ,TKKSU,EarlyBirdCapital,10.0,10.08,10.04,0.4,0.08,0.04
2018-08-21,Tenzing Acquisition ,TZACU,Maxim Group,10.0,10.01,10.03,0.3,0.01,0.03
2018-08-21,Bionano Genomics ,BNGOU,Roth Capital Partners,6.13,6.0,6.15,0.41,-0.13,0.03
2018-08-24,Megalith Financial Acquisition ,MFACU,Chardan/ BTIG,10.0,10.01,10.02,0.2,0.01,0.02
2018-08-29,Longevity Acquisition ,LOACU,Cantor,10.0,10.12,10.13,1.3,0.12,0.13
2018-09-05,Gores Holdings III ,GRSHU,Deutsche Bank Securities,10.0,10.17,10.15,1.5,0.17,0.15
2018-09-07,Churchill Capital ,CCC.U,Citigroup,10.0,10.02,10.05,0.5,0.02,0.05
2018-09-12,NIO Inc. ,NIO,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan,6.26,6.0,6.6,5.43,-0.26,0.34
2018-09-12,"111, Inc. ",YI,J.P. Morgan/ Citigroup/ CICC,14.0,16.75,13.8,-1.43,2.75,-0.2
2018-09-14,Qutoutiao,QTT,Citigroup/ Deutsche Bank  Securities,7.0,9.1,15.97,128.14,2.1,8.97
2018-09-14,Principia Biopharma ,PRNB,BofA Merrill Lynch/ Leerink Partners/ Wells Fargo Securities,17.0,25.66,32.65,92.06,8.66,15.65
2018-09-14,FVCBankcorp ,FVCB,Sandler O'Neill + Partners/ Raymond James,20.0,21.2,20.0,0.0,1.2,0.0
2018-09-19,X Financial ,XYF,Deutsche Bank Securities/ Morgan Stanley,9.5,15.0,11.97,26.0,5.5,2.47
2018-09-20,Bank7 ,BSVN,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",19.0,20.0,19.09,0.47,1.0,0.09
2018-09-20,Elanco Animal Health ,ELAN,Goldman Sachs/ J.P. Morgan/ Morgan Stanley,24.0,32.25,36.0,50.0,8.25,12.0
2018-09-20,Eventbrite ,EB,Goldman Sachs/ J.P. Morgan/ Allen & Company/ RBC Capital Markets,23.0,36.0,36.5,58.7,13.0,13.5
2018-09-21,Farfetch ,FTCH,Goldman Sachs/ J.P. Morgan/ Allen & Company/ UBS Investment Bank,20.0,27.0,28.45,42.25,7.0,8.45
2018-09-21,Y-mAbs Therapeutics ,YMAB,BofA Merrill Lynch/ Cowen/ Canaccord Genuity,16.0,26.5,24.0,50.0,10.5,8.0
2018-09-25,Viomi Technology ,VIOT,Morgan Stanley/ CICC,9.0,9.5,9.08,0.89,0.5,0.08
2018-09-26,Arco Platform ,ARCE,Goldman Sachs/ Morgan Stanley/ Itaú BBA/ BofA Merrill Lynch,17.5,24.5,23.5,34.29,7.0,6.0
2018-09-26,Entasis Therapeutics Holding ,ETTX,Credit Suisse/ BMO Capital Markets,15.0,13.45,10.66,-28.93,-1.55,-4.34
2018-09-26,Viomi Technology ,VIOT,Morgan Stanley/ CICC,9.0,9.5,9.05,0.56,0.5,0.05
2018-09-26,SVMK (SurveyMonkey),SVMK,J.P. Morgan/ Allen & Company/ BofA Merrill Lynch,12.0,18.75,17.24,43.67,6.75,5.24
2018-09-26,Capital Bancorp ,CBNK,"Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",12.5,13.0,12.8,2.4,0.5,0.3
2018-09-27,Arvinas ,ARVN,Goldman Sachs/ Citigroup/ Piper Jaffray,16.0,21.0,16.05,0.31,5.0,0.05
2018-09-27,LAIX ,LAIX,Morgan Stanley/ Goldman Sachs (Asia),12.5,16.0,12.62,0.96,3.5,0.12
2018-09-27,Ra Medical ,REMED,Piper Jaffray/ Cantor,17.0,21.5,20.0,17.65,4.5,3.0
2018-09-27,Sutro Biopharma ,STRO,Cowen/ Piper Jaffray,15.0,15.12,15.2,1.33,0.12,0.2
2018-09-27,Urovant Sciences ,UROV,J.P. Morgan/ Jefferies/ Cowen,14.0,10.5,11.65,-16.79,-3.5,-2.35
2018-09-28,CooTek ,CTK,Credit Suisse/ BofA Merrill Lych/ Citigroup,12.0,11.5,9.44,-21.33,-0.5,-2.56
2018-09-28,Gritstone Oncology,GRTS,Goldman Sachs/ Cowen/ Barclays,15.0,15.2,14.24,-5.07,0.2,-0.76
2018-10-03,Upwork ,UPWK,Citigroup/ Jefferies/ RBC Capital Markets,15.0,23.0,21.18,41.2,8.0,6.18
2018-10-04,Kodiak Sciences ,KOD,Morgan Stanley/ BofA Merrill Lynch,10.0,10.0,10.16,1.6,0.0,0.16
2018-10-04,Guardant Health ,GH,J.P. Morgan/ BofA Merrill Lynch,19.0,27.75,32.2,69.47,8.75,13.2
2018-10-05,Elastic N.V. ,ESTC,Goldman Sachs/ J.P. Morgan/ Barclays/  RBC Capital Markets,36.0,70.0,70.0,94.44,34.0,34.0
2018-10-05,Collier Creek Holdings ,CCH.U,Citigroup/ Credit Suisse/ BofA Merrill Lynch​,10.0,10.18,10.15,1.5,0.18,0.15
2018-10-05,EdtechX Holdings Acquisition ,EDTXU,Chardan/ I-Bankers,10.0,10.03,10.03,0.3,0.03,0.03
2018-10-05,ARYA Sciences Acquisition ,ARYAU,Jefferies,10.0,10.16,10.17,1.7,0.16,0.17
2018-10-05,ChaSerg Technology Acquisition ,CTACU,Cantor,10.0,10.04,10.04,0.4,0.04,0.04
2018-10-11,Allogene Therapeutics ,ALLO,Goldman Sachs/ J.P. Morgan/ Cowen/ Jefferies,18.0,22.0,25.0,38.89,4.0,7.0
2018-10-11,Livent ,LTHM,BofA Merrill Lynch/ Goldman Sach/ Credit Suisse,17.0,16.25,16.97,-0.18,-0.75,-0.03
2018-10-12,Equillium ,EQ,Jefferies/ Leerink Partners/ Stifel,14.0,14.25,14.0,0.0,0.25,0.0
2018-10-12,Anaplan ,PLAN,Goldman Sachs/ Morgan Stanley/ Barclays,17.0,24.25,24.3,42.94,7.25,7.3
2018-10-12,DD3 Acquisition ,DDMXU,EarlyBirdCapital,10.0,10.02,10.01,0.1,0.02,0.01
2018-10-16,Graf Industrial ,GRAF.U,EarlyBirdCapital/ Oppenheimer,10.0,10.01,10.0,0.0,0.01,0.0
2018-10-17,SI-BONE ,SIBN,Morgan Stanley/ BofA Merrill Lynch,15.0,21.0,20.06,33.73,6.0,5.06
2018-10-18,PhaseBio Pharmaceuticals,PHAS,Citigroup/ Cowen/ Stifel,5.0,5.0,5.0,0.0,0.0,0.0
2018-10-18,Studio City International Holdings ,MSC,Deutsche Bank Securities/ Credit Suisse/ Morgan Stanley,12.5,16.5,15.5,24.0,4.0,3.0
2018-10-18,Osmotica Pharmaceuticals plc (OSMT),OSMT,Jefferies/ Barclays/ RBC Capital Markets,7.0,9.0,8.15,16.43,2.0,1.15
2018-10-19,Niu Technologies ,NIU,Credit Suisse/ Citigroup,9.0,8.5,8.65,-3.89,-0.5,-0.35
2018-10-19,LogicBio Therapeutics ,LOGC,Jefferies/ Barclays/ William Blair,10.0,10.71,11.5,15.0,0.71,1.5
2018-10-19,SolarWinds ,SWI,Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Credit Suisse,15.0,15.3,15.03,0.2,0.3,0.03
2018-10-24,Alberton Acquisition ,ALACU,Chardan,10.0,10.03,10.0,0.0,0.03,0.0
2018-10-25,StoneCo Ltd. ,STNE,Goldman Sachs/ J.P. Morgan/ Citigroup,24.0,32.0,31.35,30.63,8.0,7.35
2018-10-25,YETI Holdings ,YETI,BofA Merrill Lynch/ Morgan Stanley/ Jefferies,18.0,16.75,17.0,-5.56,-1.25,-1.0
2018-10-25,Pintec Technology Holdings ,PT,Goldman Sachs (Asia)/ Deutsche Bank Securities/ Citigroup,11.88,14.35,12.49,5.13,2.47,0.61
2018-10-26,Gamida Cell Ltd. ,GMDA,BMO Capital Markets/ RBC Capital Markets,8.0,8.3,8.44,5.5,0.3,0.44
2018-10-31,Axonics Modulation Technologies ,AXNX,BofA Merrill Lynch/ Morgan Stanley,15.0,16.05,14.98,-0.13,1.05,-0.02
2018-10-31,Orchard Rx ,ORTX,J.P. Morgan/ Goldman Sachs/ Cowen,14.0,17.0,14.0,0.0,3.0,0.0
2018-10-31,Twist Bioscience,TWST,J.P. Morgan/ Cowen,14.0,13.0,14.0,0.0,-1.0,0.0
2018-11-07,CNFinance Holdings ,CNF,Roth Capital Partners/ Shenwan Hogyuan ,7.5,7.61,7.6,1.33,0.11,0.1
2018-11-09,ToughBuilt Industries ,TBLTU,Maxim Group/ Joseph Gunnar,5.0,4.9,4.82,-3.6,-0.1,-0.18
2018-11-13,Eton Pharmaceutical ,ETON,National Securities,6.0,6.39,6.25,4.17,0.39,0.25
2018-11-14,Vapotherm ,VAPO,BofA Merrill Lynch/ William Blair,14.0,15.5,16.0,14.29,1.5,2.0
2018-11-15,Bain Capital Specialty Finance ,BCSF,"BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ Citigroup/ Credit Suisse/ Keefe, Bruyette & Woods (A Stifel Company)/ Wells Fargo Securities",20.25,18.0,18.0,-11.11,-2.25,-2.25
2018-11-15,Weidai Ltd. ,WEI,Morgan Stanley/ Credit Suisse/​ Citigroup,10.0,10.5,10.25,2.5,0.5,0.25
2018-11-16,Fintech Acquisition Corp. III ,FTACU,Cantor,10.0,10.06,10.04,0.4,0.06,0.04
2018-11-16,AMCI Acquisition ,AMCIU,Jefferies,10.0,10.0,10.0,0.0,0.0,0.0
2018-11-16,Boxwood Merger ,BWMCU,BofA Merrill Lynch/ Morgan Stanley/ Macquarie Capital,10.0,10.0,10.0,0.0,0.0,0.0
2018-11-20,TuanChe Limited  ,TC,Maxim Group/ AMTD Tiger,7.8,7.5,7.83,0.38,-0.3,0.03
2018-11-28,Medalist Diversified REIT ,MDRR,Maxim Group LLC,10.0,9.5,9.4,-6.0,-0.5,-0.6
2018-12-06,MOGU ,MOGU,Morgan Stanley/ Credit Suisse/ China Renaissance Securities,14.0,12.0,14.0,0.0,-2.0,0.0
2018-12-07,Moderna ,MRNA,Morgan Stanley/ Goldman Sachs/ J.P. Morgan,23.0,22.0,18.6,-19.13,-1.0,-4.4
2018-12-07,Synthorx ,THOR,Jefferies/ Leerink Partners/ Evercore ISI,11.0,15.4,12.61,14.64,4.4,1.61
2018-12-11,Schultze Special Purpose Acquisition ,SAMAU,EarlyBirdCapital/ BTIG,10.0,10.0,9.95,-0.5,0.0,-0.05
2018-12-12,Tencent Music Entertainment Group (TME),TME,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan/ Deutsche Bank Securities/ BofA Merrill Lynch,13.0,14.1,14.0,7.69,1.1,1.0
2018-12-13,CF Finance Acquisition ,CFFAU,Cantor,10.0,10.0,10.0,0.0,0.0,0.0
2018-12-14,360 Finance ,QFIN,Citigroup/Haitong International/AMTD,16.5,16.81,16.5,0.0,0.31,0.0
2018-12-14,Chardan Healthcare Acquisition ,CHACU,Chardan,10.0,10.0,10.0,0.0,0.0,0.0
2018-12-14,Legacy Housing ,LEGH,B. Riley FBR/ Oak Ridge Financial/ National Securities,12.0,12.11,12.03,0.25,0.11,0.03
2019-01-08,MMTEC ,MTC,WestPark Capital,4.0,5.91,7.55,88.75,1.91,3.55
2019-01-29,Andina Acquisition Corp. III ,ANDAU,Cowen/ Craig-Hallum Capital Group,10.0,10.0,10.01,0.1,0.0,0.01
2019-01-30,PIMCO Energy & Tactical Credit Opportunities Fund,NRGX,UBS Investment Bank/ BofA Merrill Lynch/ Morgan Stanley/ Wells Fargo Securities/ RBC Capital Markets/ Stifel,20.0,20.0,20.2,1.0,0.0,0.2
2019-01-31,New Fortress Energy ,NFE,Morgan Stanley/ Barclays,14.0,13.25,13.07,-6.64,-0.75,-0.93
2019-01-31,Pivotal Acquisition ,PVT.U,Cantor,10.0,10.05,10.1,1.0,0.05,0.1
2019-02-01,Gores Metropoulos,GMHIU,Deutsche Bank Securities/ Credit Suisse/ Goldman Sachs,10.0,10.14,10.12,1.2,0.14,0.12
2019-02-06,Wealthbridge Acquisition ,HHHHU,Chardan,10.0,10.01,10.01,0.1,0.01,0.01
2019-02-07,Alector  ,ALEC,Morgan Stanley/ BofA Merrill Lynch/ Cowen/ Barclays,19.0,18.7,18.0,-5.26,-0.3,-1.0
2019-02-07,Monocle Acquisition ,MNCLU,Cowen/ Chardan,10.0,10.0,10.01,0.1,0.0,0.01
2019-02-08,RMG Acquisition ,RMG.U,Deutsche Bank Securities,10.0,10.01,10.0,0.0,0.01,0.0
2019-02-08,Gossamer Bio ,GOSS,BofA Merrill Lynch/ Leerink Partners/ Barclays/ Evercore ISI,16.0,19.0,17.94,12.13,3.0,1.94
2019-02-08,Harpoon Therapeutics ,HARP,Citigroup/ Leerink Partners,14.0,14.0,13.5,-3.57,0.0,-0.5
2019-02-13,IMAC Holdings ,IMAC/IMACW,Dawson James Securities/ Cuttone,5.0,3.91,4.18,-16.4,-1.09,-0.82
2019-02-14,Avedro ,AVDR,BofA Merrill Lynch/ J.P. Morgan,14.0,11.6,12.29,-12.21,-2.4,-1.71
2019-02-14,TCR2 Therapeutic ,TCRR,Jefferies/ Leerink Partners/ BMO Capital Markets,15.0,15.15,15.07,0.47,0.15,0.07
2019-02-15,Hoth Therapeutics ,HOTH,Laidlaw & Company (UK) Ltd.,5.6,6.9,8.53,52.32,1.3,2.93
2019-02-15,Stealth BioTherapeutics ,MITO,Jefferies/ Evercore ISI/ BMO Capital Markets,12.0,12.1,11.9,-0.83,0.1,-0.1
2019-02-22,Acamar Partners Acquisition,ACAMU,Goldman Sachs/ Deutsche Bank Securities,10.0,10.02,10.0,0.0,0.02,0.0
2019-02-26,Super League Gaming ,SLGG,Northland Capital/ Markets Lake Street,11.0,11.0,8.5,-22.73,0.0,-2.5
2019-02-28,Kaleido Biosciences ,KLDO,Goldman Sachs/ J.P. Morgan/ Morgan Stanley,15.0,12.8,14.23,-5.13,-2.2,-0.77
2019-02-28,Tortoise Acquisition ,SHLLU,Barclays/ Goldman Sachs/ UBS Investment Bank,10.0,10.02,10.0,0.0,0.02,0.0
2019-02-28,DiamondPeak Holdings ,DPHCU,Deutsche Bank Securities,10.0,10.0,10.0,0.0,0.0,0.0
2019-03-01,Hennessy Capital Acquisition ,HCACU,Nomura/ Stifel,10.0,10.0,10.02,0.2,0.0,0.02
2019-03-05,Tuscan Holdings ,THCBU,EarlyBirdCapital,10.0,10.1,10.13,1.3,0.1,0.13
2019-03-07,ShockWave Medical ,SWAV,Morgan Stanley/ BofA Merrill Lynch,17.0,24.8,30.5,79.41,7.8,13.5
2019-03-08,Futu Holdings Limited ,FUTU,Goldman Sachs (Asia)/ UBS Investment Bank/ Credit Suisse,12.0,14.76,15.32,27.67,2.76,3.32
2019-03-08,Crescent Acquisition,CRSAU,Credit Suisse/ BofA Merrill Lynch,10.0,10.0,10.0,0.0,0.0,0.0
2019-03-14,Trine Acquisition,TRNEU,BTIG/ Cantor,10.0,10.0,10.0,0.0,0.0,0.0
2019-03-20,Insurance Acquisition ,INSUU,Cantor,10.0,10.1,10.1,1.0,0.1,0.1
2019-03-20,UP Fintech Holding Limited ,TIGR,Citigroup/ Deutsche Bank Securities,8.0,8.1,10.92,36.5,0.1,2.92
2019-03-21,Levi Strauss  ,LEVI,Goldman Sachs/ J.P. Morgan,17.0,22.22,22.41,31.82,5.22,5.41
2019-03-25,8i Enterprises Acquisition ,JFKKU,Chardan,10.0,10.05,10.03,0.3,0.05,0.03
2019-03-28,Precision BioSciences ,DTIL,J.P. Morgan/ Goldman Sachs/ Jefferies/ Barclays,16.0,18.0,17.44,9.0,2.0,1.44
2019-03-29,Lyft ,LYFT,J.P. Morgan/ Credit Suisse/ Jefferies,72.0,87.24,78.29,8.74,15.24,6.29
2019-04-02,Powerbridge Technologies ,PBTS,Maxim Group/ The Benchmark Company,5.0,5.5,5.21,4.2,0.5,0.21
2019-04-03,Ruhnn Holding ,RUHN,Citigroup/ UBS Investment Bank,12.5,12.5,7.85,-37.2,0.0,-4.65
2019-04-04,Silk Road Medical,SILK,J.P. Morgan/ BofA Merrill Lynch,20.0,33.15,36.18,80.9,13.15,16.18
2019-04-04,Tradeweb Markets ,TW,J.P. Morgan/ Citigroup/ Goldman Sachs/ Morgan Stanley​,27.0,34.26,35.81,32.63,7.26,8.81
2019-04-04,NGM Biopharmaceuticals ,NGM,Goldman Sachs/ Citigroup/ Cowen,16.0,15.0,14.7,-8.13,-1.0,-1.3
2019-04-04,Replay Acquisition ,RPLA.U,Credit Suisse/ BofA Merrill Lynch,10.0,10.0,10.05,0.5,0.0,0.05
2019-04-05,Guardion Health Sciences,GHSI,WallachBeth Capital,4.0,3.8,3.68,-8.0,-0.2,-0.32
2019-04-09,B. Riley Principal Merger ,BRPM.U,B. Riley FBR,10.0,10.0,10.0,0.0,0.0,0.0
2019-04-11,Tufin Software Technologies ,TUFN,J.P. Morgan/ Barclays Capital/ Jefferies,14.0,18.05,19.1,36.43,4.05,5.1
2019-04-11,PagerDuty ,PD,Morgan Stanley/ J.P. Morgan Securities/ RBC Capital Markets/Allen,24.0,36.75,38.25,59.38,12.75,14.25
2019-04-12,Jumia ,JMIA,Morgan Stanley/ Citigroup/ Berenberg/ RBC Capital Markets,14.5,18.95,25.46,75.59,4.45,10.96
2019-04-17,Turning Point Therapeutics ,TPTX,Goldman Sachs/ SVB Leerink/ Wells Fargo Securities,18.0,24.25,28.9,60.56,6.25,10.9
2019-04-17,Palomar Holdings ,PLMR,"Barclays/ J.P. Morgan/ Keefe, Woods & Bruyette (A Stifel Company)",15.0,18.5,18.99,26.6,3.5,3.99
2019-04-18,Greenlane Holdings ,GNLN,Cowen/Canaccord Genuity,17.0,29.0,21.1,24.12,12.0,2.0
2019-04-18,HOOKIPA Pharma ,HOOK,BofA Merrill Lynch/ SVB Leerink/ RBC Capital Markets,14.0,14.3,14.0,0.0,0.3,0.0
2019-04-18,Pinterest ,PINS,Goldman Sachs/ J.P. Morgan/ Allen & Company,19.0,23.5,24.4,28.42,4.5,5.4
2019-04-18,Zoom Video Communications ,ZM,Morgan Stanley/ J. P. Morgan/ Goldman Sachs/ Credit Suisse,36.0,65.0,62.0,72.22,29.0,26.0
2019-04-18,Brigham Minerals ,MNRL,Credit Suiss/ Goldman Sachs/ Barclays/ RBC Capital Markets/ UBS Investment Bank/ Wells Fargo Securities,18.0,20.0,19.92,10.67,2.0,1.92
2019-04-26,Act II Global Acquisition ,ACTTU,Cantor,10.0,10.1,10.1,1.0,0.1,0.1
2019-05-02,TransMedics Group ,TMDX,Morgan Stanley/ J.P. Morgan,16.0,20.26,22.36,39.75,4.26,6.36
2019-05-02,Beyond Meat ,BYND,Goldman Sachs/ J.P. Morgan/ Credit Suisse,25.0,46.0,65.75,163.0,21.0,40.75
2019-05-02,So-Young International ,SY,Deutsche Bank Securities/ CICC,13.8,16.5,18.2,31.88,2.7,4.4
2019-05-03,Red River Bancshares ,RRBI,FIG Partners/ Stephens,45.0,55.0,50.25,11.67,10.0,5.25
2019-05-03,SciPlay,SCPL,BofA Merrill Lynch/ J.P. Morgan/ Deutsche Bank Securities,16.0,18.0,15.25,-4.69,2.0,-0.75
2019-05-03,Yunji ,YJ,Morgan Stanley/ Credit Suisse/ J.P. Morgan/ CICC,11.0,13.42,14.15,28.64,2.42,3.15
2019-05-07,Landcadia Holdings II ,LCAHU,Jefferies,10.0,10.05,10.03,0.3,0.05,0.03
2019-05-07,Trevi Therapeutics ,TRVI,SVB Leerink/Stifel/ BMO Capital Markets,10.0,9.5,7.89,-21.1,-0.5,-2.11
2019-05-08,Parsons ,PSN,Goldman Sachs/ BofA Merrill Lynch/ Morgan Stanley,27.0,30.65,30.07,11.37,3.65,3.07
2019-05-09,Cortexyme ,CRTX,BofA Merrill Lynch/ Credit Suisse,17.0,20.0,32.89,93.47,3.0,15.89
2019-05-09,Axcella Health ,AXLA,Goldman Sachs/ J.P. Morgan/ SVB Leerink,20.0,15.12,13.8,-31.0,-4.88,-6.2
2019-05-09,South Plains Financial ,SPFI,"Keefe, Bruyette & Woods (A Stifel Company)/ Sandler O’Neill + Partners",17.5,17.75,17.71,1.2,0.25,0.21
2019-05-09,NextCure,NXTC,"Morgan Stanley/ BofAMerrill Lynch, Pierce/ Piper Jaffray",15.0,15.5,19.9,32.67,0.5,4.9
2019-05-09,Milestone Pharmaceuticals ,MIST,Jefferies/ Cowen/ Piper Jaffray,15.0,15.61,16.37,9.13,0.61,1.37
2019-05-09,Mayville Engineering ,MEC,Baird/ Citigroup/ Jefferies,17.0,17.0,16.47,-3.12,0.0,-0.53
2019-05-09,HeadHunter Group PLC ,HHR,Morgan Stanley/ Goldman Sachs/ Credit Suisse/ VTB Capital,13.0,14.66,15.75,21.15,1.66,2.75
2019-05-10,Diamond Eagle Acquisition ,DEACU,Deutsche Bank Securities/ Goldman Sachs,10.0,10.05,10.03,0.3,0.05,0.03
2019-05-10,Health Sciences Acquisitions ,HSACU,Chardan/ UBS Investment Bank,10.0,10.2,10.26,2.6,0.2,0.26
2019-05-10,Jiayin Group ,JFIN,Roth Capital Partners/ Shenwan Hongyuan Securities,10.5,11.0,16.15,53.81,0.5,5.65
2019-05-10,Sonim Technologies ,SONM,Oppenheimer/ Lake Street,11.0,11.7,10.99,-0.09,0.7,-0.01
2019-05-10,Uber Technologies ,UBER,Morgan Stanley/ Goldman Sachs/ BofA Merrill Lynch/ Barclays/ Citigroup/ Allen & Company,45.0,42.0,41.57,-7.62,-3.0,-3.43
2019-05-14,AGBA Acquisition ,AGBAU,Maxim Group LLC,10.0,10.04,10.01,0.1,0.04,0.01
2019-05-14,Applied Therapeutics ,APLT,Citigroup/ Cowen/ UBS Investment Bank,10.0,8.04,9.4,-6.0,-1.96,-0.6
2019-05-15,Postal Realty Trust ,PSTL,Stifel/ Janney Montgomery Scott/ BMO Capital Markets/ Height Capital Markets,17.0,17.0,17.0,0.0,0.0,0.0
2019-05-17,Avantor ,AVTR,Goldman Sachs/ J.P. Morgan,14.0,14.72,14.5,3.57,0.72,0.5
2019-05-17,Luckin Coffee ,LK,Credit Suisse/ Morgan Stanley/ CICC/ Haitong Internationa,17.0,25.0,20.38,19.88,8.0,3.38
2019-05-17,Fastly ,FSLY,BofA Merrill Lynch/ Credit Suisse/ Citigroup,16.0,21.5,23.99,49.94,5.5,7.99
2019-05-21,GX Acquisition ,GXGXU,Cantor,10.0,10.07,10.06,0.6,0.07,0.06
2019-05-23,Rattler Midstream Partners,RTLR,Credit Suisse/ BofA Merrill Lynch/ J.P. Morgan,17.5,18.06,18.9,8.0,0.56,1.4
2019-05-23,IDEAYA Biosciences ,IDYA,J.P. Morgan/ Citigroup/ Jefferies,10.0,14.0,11.19,11.9,4.0,1.19
2019-05-23,Bicycle Therapeutics Limited ,BCYC,Goldman Sachs/ Jefferies/ Piper Jaffray,14.0,13.37,12.0,-14.29,-0.63,-2.0
2019-05-30,Proficient Alpha Acquisition ,PAACU,I-Bankers Securities,10.0,10.06,10.04,0.4,0.06,0.04
2019-06-06,GigCapital2 ,GIX.U,EarlyBirdCapital/ Northland Capital Markets,10.0,10.01,10.02,0.2,0.01,0.02
2019-06-06,GSX Techedu ,GSX,Credit Suisse/ Deutsche Bank Securities,10.5,12.1,10.48,-0.19,1.6,-0.02
2019-06-07,Haymaker Acquisition Corp. II ,HYACU,Cantor,10.0,10.1,10.1,1.0,0.1,0.1
2019-06-07,Revolve Group ,RVLV,Morgan Stanley/ Credit Suisse/ BofA Merrill Lynch,18.0,25.16,34.0,88.89,7.16,16.0
2019-06-12,Mohawk Group Holdings ,MWK,Roth Capital Partners/ A.G.P.,10.0,10.0,10.0,0.0,0.0,0.0
2019-06-12,CrowdStrike Holdings ,CRWD,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch/ Barclays,34.0,63.3,58.0,70.59,29.3,24.0
2019-06-13,Fiverr International  ,FVRR,J.P. Morgan Securities/ Citigroup,21.0,26.0,39.9,90.0,5.0,18.9
2019-06-14,Chewy ,CHWY,Morgan Stanley/ J.P. Morgan/ Allen & Company,22.0,36.0,34.99,59.05,14.0,12.99
2019-06-19,Stoke Therapeutics ,STOK,J.P. Morgan/ Cowen/ Credit Suisse,18.0,27.21,25.57,42.06,9.21,7.57
2019-06-20,Akero Therapeutics ,AKRO,J.P. Morgan/ Jefferies/ Evercore ISI,16.0,16.16,18.32,14.5,0.16,2.32
2019-06-20,Personalis ,PSNL,Morgan Stanley/ BofA Merrill Lynch/ Cowen and Company,17.0,23.7,28.49,67.59,6.7,11.49
2019-06-20,Atreca ,BCEL,Cowen/ Evercore ISI/ Stifel,17.0,19.9,18.05,6.18,2.9,1.05
2019-06-20,South Mountain Merger ,SMMCU,Citigroup,10.0,10.03,10.0,0.0,0.03,0.0
2019-06-20,Slack Technologies ,WORK,DPO (Direct Public Offering),26.0,38.5,38.62,48.54,12.5,12.62
2019-06-20,Prevail Therapeutics ,PRVL,Morgan Stanley/ BofA Merrill Lynch/ Cowen and Company,17.0,15.31,13.6,-20.0,-1.69,-3.4
2019-06-20,Grocery Outlet Holding ,GO,BofA Merrill Lynch/ Morgan Stanley/ Deutsche Bank Securities/ Jefferies/ Barclays/ Goldman Sachs/ Guggenheim Securities/ UBS Investment Bank/ Cowen,22.0,31.0,28.51,29.59,9.0,6.51
2019-06-25,BlackRock Science and Technology Trust II ,BSTZ,Morgan Stanley/ BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities/ Raymond James,20.0,20.0,20.02,0.1,0.0,0.02
2019-06-25,Linx S.A. ,LINX,Goldman Sachs/ Morgan Stanley/ Jefferies/ BofA Merrill Lynch/ Itaú BBA,9.4,9.3,9.09,-3.3,-0.1,-0.31
2019-06-26,Cambium Networks ,CMBM,J.P. Morgan/ Goldman Sachs,12.0,10.08,9.7,-19.17,-1.92,-2.3
2019-06-26,BlackRock Science and Technology Trust II ,BSTZ,Morgan Stanley/ BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities/ Raymond James,20.0,20.0,20.16,0.8,0.0,0.16
